task,method,metric,mean,std,median,ci_low,ci_high
iid,cv_window,effective_rank,1.8644283185598998,0.062412977514352444,1.87383680898404,1.8267254924942753,1.8986095265646947
iid,cv_window,linear_1,0.999999999862831,4.126891887995371e-10,0.9999999999936606,0.9999999996005033,0.9999999999960426
iid,cv_window,quadratic_1,0.04340226410488297,0.021600360581103928,0.03566080976367991,0.031357997958934604,0.0566411464450823
iid,cv_window,linear_2,0.9999999994661012,1.6095724719568493e-09,0.9999999999761346,0.9999999984431346,0.9999999999852611
iid,cv_window,quadratic_2,0.2208963467115058,0.01122121461230456,0.2176692517107865,0.21413059301924076,0.22710888493000037
iid,cv_window,linear_3,0.9999999998003715,6.009816676727658e-10,0.9999999999909686,0.9999999994183383,0.999999999994423
iid,cv_window,quadratic_3,0.664553705714493,0.03650461496440566,0.6746653017595612,0.6438594665103986,0.6867514368759645
iid,cv_window,linear_4,0.00021533165376877995,0.0013268723279874768,3.5973019877122425e-05,-0.0004597274227474538,0.0010866719800745135
iid,cv_window,quadratic_4,0.004888204449569222,0.005771149627181793,0.004829825944952737,0.0014859645041036046,0.008173232028053984
iid,cv_window,cross_1_2,0.506988751861946,0.03357330388579454,0.5182011158816131,0.48417700258775703,0.522377501863037
iid,cv_window,cross_1_3,0.2697049697846951,0.006834952755909753,0.2662701408795581,0.2660839586389795,0.2737646036486665
iid,cv_window,cross_1_4,-0.023245287524693868,0.010338180860437791,-0.02692486697096297,-0.028111095328540406,-0.016476805658950582
iid,cv_window,cross_2_3,0.532814987246012,0.006448891709083751,0.5352517223850357,0.528580479366217,0.535750986216404
iid,cv_window,cross_2_4,-0.04414223183954839,0.013840044278722968,-0.03954922609589562,-0.05237345617999998,-0.03602299218669275
iid,cv_window,cross_3_4,0.016347446156838353,0.0020145710495641784,0.016255494197526754,0.014983243190349807,0.017328272392157524
iid,cv_window,parity,0.04690635787380135,0.023663670479842018,0.05852797222424322,0.03158248774115015,0.05769921453866118
iid,cv_window,narma10,0.31229829042817175,0.008704207906936677,0.307891862076655,0.3078365211216545,0.31799344516160116
iid,cv_zero_coupling,linear_capacity,0.017127308250104778,0.0,0.017127308250104778,0.017127308250104778,0.017127308250104778
iid,cv_zero_coupling,nonlinear_capacity,0.0,0.0,0.0,0.0,0.0
